birth.birthDate.date,birth.birthDate.full,birth.birthDate.month,birth.birthDate.year,birth.city,birth.country.abbreviation,birth.country.countryId,birth.country.name,birth.state.abbreviation,birth.state.name,birth.state.stateId,college.collegeId,college.commonName,college.fullName,death.deathDate.date,death.deathDate.full,death.deathDate.month,death.deathDate.year,displayId,displayName,draft.overallPickNumber,draft.round,draft.roundPickNumber,draft.team.abbreviation,draft.team.location,draft.team.nickname,draft.team.teamId,draft.year,experience.experience,experience.yearFirst,experience.yearRookie,firstName,height.centimeters,height.inches,highSchool.city,highSchool.country.abbreviation,highSchool.country.countryId,highSchool.country.name,highSchool.name,highSchool.state.abbreviation,highSchool.state.name,highSchool.state.stateId,hometown.city,hometown.country.abbreviation,hometown.country.countryId,hometown.country.name,hometown.state.abbreviation,hometown.state.name,hometown.state.stateId,isActive,isInjured,isSuspended,lastName,playerId,positions.name,team.abbreviation,team.location,team.nickname,team.teamId,uniform,weight.kilograms,weight.pounds
19.0,1963-01-19,1.0,1963.0,Hartford,USA,1.0,United States,CT,Connecticut,7.0,10.0,Boston College,Boston College,,,,,0,,66.0,3.0,19.0,Sac,Sacramento,Kings,23.0,1985.0,11.0,1985.0,1985.0,Michael,177.0,70.0,,,,,,,,,,,,,,,,False,False,False,Adams,3,PG,,,,,23,79.38,175.0
19.0,1970-09-19,9.0,1970.0,Baton Rouge,USA,1.0,United States,LA,Louisiana,18.0,96.0,Wyoming,University of Wyoming,,,,,0,,,,,,,,,,3.0,1994.0,1994.0,Tim,200.0,79.0,,,,,,,,,Zachary,USA,1.0,United States,LA,Louisiana,18.0,False,False,False,Breaux,2971,SF,,,,,22,97.52,215.0
26.0,1970-02-26,2.0,1970.0,Sarajevo,YUG,46.0,Yugoslavia,,,,,,,,,,,0,,43.0,2.0,16.0,GS,Golden State,Warriors,9.0,1992.0,2.0,1995.0,1995.0,Sasha,195.0,77.0,Cookeville,USA,1.0,United States,Cookeville,TN,Tennessee,42.0,,,,,,,,False,False,False,Danilovic,870,SG,,,,,5,90.72,200.0
9.0,1962-02-09,2.0,1962.0,Iowa City,USA,1.0,United States,IA,Iowa,15.0,64.0,UCLA,University of California at Los Angeles,,,,,0,,21.0,1.0,21.0,Mil,Milwaukee,Bucks,15.0,1984.0,4.0,1984.0,1984.0,Kenny,195.0,77.0,,,,,,,,,Los Angeles,USA,1.0,United States,CA,California,5.0,False,False,False,Fields,664,SG,,,,,,104.33,230.0
5.0,1988-05-05,5.0,1988.0,Porto Alegre,BRA,47.0,Brazil,,,,,,,,,,,0,,,,,,,,,,1.0,2013.0,2013.0,Vitor,210.0,83.0,,,,,,,,,,,,,,,,False,False,False,Faverani,743822,C,,,,,38,117.93,260.0
21.0,1984-07-21,7.0,1984.0,Detroit,USA,1.0,United States,MI,Michigan,22.0,30.0,Michigan State,Michigan State University,,,,,0,,34.0,2.0,4.0,LAC,Los Angeles,Clippers,12.0,2006.0,4.0,2006.0,2006.0,Paul,210.0,83.0,Rochester,USA,1.0,United States,Rochester HS,MI,Michigan,22.0,Rochester,USA,1.0,United States,MI,Michigan,22.0,False,False,False,Davis,172617,PF,,,,,9,122.47,270.0
30.0,1989-08-30,8.0,1989.0,Richmond,USA,1.0,United States,VA,Virginia,46.0,198.0,Richmond,University of Richmond,,,,,0,,32.0,2.0,2.0,Cle,Cleveland,Cavaliers,5.0,2011.0,1.0,2011.0,2011.0,Justin,208.0,82.0,Chesterfield County,USA,1.0,United States,Meadowbrook HS,VA,Virginia,46.0,Richmond,USA,1.0,United States,VA,Virginia,46.0,True,False,False,Harper,395648,PF,Bkn,Brooklyn,Nets,17.0,34,102.06,225.0
15.0,1958-10-15,10.0,1958.0,Hollywood,USA,1.0,United States,CA,California,5.0,3.0,Florida State,Florida State University,,,,,0,,55.0,3.0,9.0,Den,Denver,Nuggets,7.0,1981.0,1.0,1981.0,1981.0,Mickey,190.0,75.0,,,,,,,,,Ft. Lauderdale,USA,1.0,United States,FL,Florida,9.0,False,False,False,Dillard,632,PG,,,,,,77.11,170.0
25.0,1933-07-25,7.0,1933.0,,,,,,,,661.0,Niagara,Niagara University,,,,,0,,,,,,,,,,5.0,1955.0,1955.0,Ed,190.0,75.0,Pittsburgh,USA,1.0,United States,Westinghouse HS,PA,Pennsylvania,38.0,Pittsburgh,USA,1.0,United States,PA,Pennsylvania,38.0,False,False,False,Fleming,1675,SG,,,,,,85.73,189.0
21.0,1928-10-21,10.0,1928.0,Fresno,USA,1.0,United States,CA,California,5.0,464.0,Hamline,Hamline University,21.0,2013-11-21,11.0,2013.0,0,,,,,,,,,,10.0,1949.0,1949.0,Vern,200.0,79.0,Askov,USA,1.0,United States,Askov HS,MN,Minnesota,23.0,,,,,,,,False,False,False,Mikkelsen,1770,PF,,,,,,104.78,231.0
22.0,1965-04-22,4.0,1965.0,Toledo,USA,1.0,United States,OH,Ohio,35.0,33.0,Ohio State,The Ohio State University,,,,,0,,3.0,1.0,3.0,NJ,New Jersey,Nets,17.0,1987.0,5.0,1987.0,1987.0,Dennis,195.0,77.0,,,,,,,,,,USA,1.0,United States,OH,Ohio,35.0,False,False,False,Hopson,158,SG,,,,,,90.72,200.0
29.0,1927-06-29,6.0,1927.0,New Brunswick,USA,1.0,United States,NJ,New Jersey,30.0,386.0,Muhlenberg,Muhlenberg College,10.0,1986-09-10,9.0,1986.0,0,,,,,,,,,,2.0,1948.0,1948.0,Jake,195.0,77.0,New Brunswick,USA,1.0,United States,Saint Peter's HS,NJ,New Jersey,30.0,,,,,,,,False,False,False,Bornheimer,2081,PF,,,,,,92.99,205.0
7.0,1986-10-07,10.0,1986.0,Orange,USA,1.0,United States,NJ,New Jersey,30.0,202.0,Connecticut,University of Connecticut,,,,,0,,52.0,2.0,22.0,Ind,Indiana,Pacers,11.0,2009.0,6.0,2009.0,2009.0,A.J.,187.0,74.0,Amityville,USA,1.0,United States,Amityville HS,NY,New York,32.0,Amityville,USA,1.0,United States,NY,New York,32.0,False,False,False,Price,329482,PG,,,,,1,88.45,195.0
18.0,1923-09-18,9.0,1923.0,,,,,,,,33.0,Ohio State,The Ohio State University,,,,,0,,,,,,,,,,2.0,1948.0,1948.0,Les,203.0,80.0,,,,,,,,,,,,,,,,False,False,False,Pugh,2430,PF,,,,,,86.18,190.0
1.0,1988-04-01,4.0,1988.0,Panorama City,USA,1.0,United States,CA,California,5.0,63.0,Stanford,Stanford University,,,,,0,,10.0,1.0,10.0,NJ,New Jersey,Nets,17.0,2008.0,7.0,2008.0,2008.0,Brook,213.0,84.0,Fresno,USA,1.0,United States,San Joaquin Memorial HS,CA,California,5.0,Fresno,USA,1.0,United States,CA,California,5.0,True,False,False,Lopez,330047,C,Bkn,Brooklyn,Nets,17.0,11,124.74,275.0
2.0,1989-09-02,9.0,1989.0,Philadelphia,USA,1.0,United States,PA,Pennsylvania,38.0,20.0,Kansas,University of Kansas,,,,,0,,14.0,1.0,14.0,Hou,Houston,Rockets,10.0,2011.0,4.0,2011.0,2011.0,Marcus,205.0,81.0,Philadelphia,USA,1.0,United States,Prep Charter HS,PA,Pennsylvania,38.0,Philadelphia,USA,1.0,United States,PA,Pennsylvania,38.0,True,False,False,Morris,469089,SF,Det,Detroit,Pistons,8.0,13,106.59,235.0
24.0,1938-11-24,11.0,1938.0,Charlotte,USA,1.0,United States,TN,Tennessee,42.0,98.0,Cincinnati,University of Cincinnati,,,,,0,,,,,,,,,,14.0,1960.0,1960.0,Oscar,195.0,77.0,Indianapolis,USA,1.0,United States,Crispus Attucks HS,IN,Indiana,14.0,,,,,,,,False,False,False,Robertson,1880,PG,,,,,,96.62,213.0
6.0,1972-04-06,4.0,1972.0,Washington,USA,1.0,United States,DC,District of Columbia,51.0,636.0,Providence,Providence College,,,,,0,,21.0,1.0,21.0,Chi,Chicago,Bulls,4.0,1994.0,7.0,1994.0,1994.0,Dickey,205.0,81.0,Fort Washington,USA,1.0,United States,Friendly High School,MD,Maryland,20.0,Fort Washington,USA,1.0,United States,MD,Maryland,20.0,False,False,False,Simpkins,2635,PF,,,,,0,115.67,255.0
10.0,1967-03-10,3.0,1967.0,Dallas,USA,1.0,United States,TX,Texas,43.0,89.0,Colorado State,Colorado State University,,,,,0,,35.0,2.0,8.0,Dal,Dallas,Mavericks,6.0,1989.0,2.0,1992.0,1992.0,Pat,200.0,79.0,,,,,,,,,,,,,,,,False,False,False,Durham,941,SF,,,,,30,95.25,210.0
19.0,1957-03-19,3.0,1957.0,Baltimore,USA,1.0,United States,MD,Maryland,20.0,6.0,North Carolina,University of North Carolina,,,,,0,,13.0,1.0,13.0,Ind,Indiana,Pacers,11.0,1979.0,9.0,1979.0,1979.0,Dudley,198.0,78.0,,,,,,,,,,,,,,,,False,False,False,Bradley,540,SG,,,,,,88.45,195.0
9.0,1968-05-09,5.0,1968.0,Lafayette,USA,1.0,United States,LA,Louisiana,18.0,73.0,Alabama,University of Alabama,,,,,0,,,,,,,,,,7.0,1991.0,1991.0,David,203.0,80.0,Lafayette,USA,1.0,United States,Lafayette High School,LA,Louisiana,18.0,Lafayette,USA,1.0,United States,LA,Louisiana,18.0,False,False,False,Benoit,467,SF,,,,,21,99.79,220.0
3.0,1946-01-03,1.0,1946.0,Dayton,USA,1.0,United States,OH,Ohio,35.0,166.0,Dayton,University of Dayton,,,,,0,,,,,,,,,,7.0,1968.0,1968.0,Don,193.0,76.0,,,,,,,,,,,,,,,,False,False,False,May,1526,SF,,,,,,98.43,217.0
3.0,1991-04-03,4.0,1991.0,Los Angeles,USA,1.0,United States,CA,California,5.0,137.0,Georgetown,Georgetown University,,,,,0,,,,,,,,,,2.0,2013.0,2013.0,Hollis,203.0,80.0,,,,,Loyola HS,,,,Los Angeles,USA,1.0,United States,CA,California,5.0,True,False,False,Thompson,513268,SG,Phi,Philadelphia,76ers,20.0,31,93.44,206.0
3.0,1960-06-03,6.0,1960.0,Independence,USA,1.0,United States,KS,Kansas,16.0,74.0,Arkansas,University of Arkansas,,,,,0,,29.0,2.0,6.0,NY,New York,Knicks,18.0,1982.0,11.0,1982.0,1982.0,Scott,210.0,83.0,,,,,,,,,,,,,,,,False,False,False,Hastings,147,PF,,,,,,111.13,245.0
24.0,1926-09-24,9.0,1926.0,,,,,,,,698.0,San Francisco,University of San Francisco,,,,,0,,,,,,,,,,2.0,1950.0,1950.0,Joe,198.0,78.0,,,,,,,,,,,,,,,,False,False,False,McNamee,2540,PF,,,,,,95.25,210.0
27.0,1970-03-27,3.0,1970.0,Grand Rapids,USA,1.0,United States,MI,Michigan,22.0,30.0,Michigan State,Michigan State University,,,,,0,,52.0,2.0,25.0,Chi,Chicago,Bulls,4.0,1992.0,1.0,1996.0,1996.0,Matt,200.0,79.0,,,,,,,,,Grand Rapids,USA,1.0,United States,MI,Michigan,22.0,False,False,False,Steigenga,859,PF,,,,,6,90.72,200.0
22.0,1964-06-22,6.0,1964.0,Houston,USA,1.0,United States,TX,Texas,43.0,80.0,Houston,University of Houston,,,,,0,,23.0,1.0,23.0,SA,San Antonio,Spurs,24.0,1987.0,10.0,1987.0,1987.0,Greg,208.0,82.0,,,,,,,,,,,,,,,,False,False,False,Anderson,8,PF,,,,,0,113.4,250.0
26.0,1980-10-26,10.0,1980.0,Orange City,USA,1.0,United States,IA,Iowa,15.0,20.0,Kansas,University of Kansas,,,,,0,,12.0,1.0,12.0,Sea,Seattle,SuperSonics,25.0,2003.0,11.0,2003.0,2004.0,Nick,208.0,82.0,Iowa Falls,USA,1.0,United States,Iowa Falls High School,IA,Iowa,15.0,Iowa Falls,,,,,,,True,False,False,Collison,57819,C,OKC,Oklahoma City,Thunder,25.0,4,115.67,255.0
21.0,1955-11-21,11.0,1955.0,Kinston,USA,1.0,United States,NC,North Carolina,33.0,656.0,Charlotte,University of North Carolina Charlotte,,,,,0,,12.0,1.0,12.0,Bos,Boston,Celtics,2.0,1977.0,11.0,1977.0,1977.0,Cedric,203.0,80.0,,,,,,,,,,,,,,,,False,False,False,Maxwell,967,SF,,,,,,96.16,212.0
20.0,1962-08-20,8.0,1962.0,Memphis,USA,1.0,United States,TN,Tennessee,42.0,177.0,Chattanooga,University of Tennessee-Chattanooga,,,,,0,,42.0,2.0,18.0,Den,Denver,Nuggets,7.0,1984.0,2.0,1984.0,1984.0,Willie,190.0,75.0,Memphis,USA,1.0,United States,Carver HS,TN,Tennessee,42.0,,,,,,,,False,False,False,White,1206,SG,,,,,,88.45,195.0
15.0,1951-01-15,1.0,1951.0,Indianapolis,USA,1.0,United States,IN,Indiana,14.0,669.0,Wichita State,Wichita State University,,,,,0,,52.0,3.0,16.0,Chi,Chicago,Bulls,4.0,1974.0,4.0,1974.0,1974.0,Bobby,190.0,75.0,Indianapolis,USA,1.0,United States,Shortridge HS,IN,Indiana,14.0,,,,,,,,False,False,False,Wilson,1374,PG,,,,,,81.65,180.0
24.0,1989-05-24,5.0,1989.0,Sterling Heights,USA,1.0,United States,MI,Michigan,22.0,30.0,Michigan State,Michigan State University,,,,,0,,,,,,,,,,1.0,2014.0,2014.0,Kalin,185.0,73.0,,,,,Orchard Lake St. Mary's HS,,,,Detroit,USA,1.0,United States,MI,Michigan,22.0,False,False,False,Lucas,401097,PG,,,,,27,88.45,195.0
11.0,1979-07-11,7.0,1979.0,Los Angeles,USA,1.0,United States,CA,California,5.0,62.0,USC,University of Southern California,,,,,0,,35.0,2.0,7.0,Cle,Cleveland,Cavaliers,5.0,2001.0,3.0,2001.0,2001.0,Jeff,193.0,76.0,Compton,USA,1.0,United States,Compton High School,CA,California,5.0,Compton,USA,1.0,United States,CA,California,5.0,False,False,False,Trepagnier,3526,SG,,,,,4,90.72,200.0
12.0,1959-02-12,2.0,1959.0,Anderson,USA,1.0,United States,SC,South Carolina,40.0,1.0,Clemson,Clemson University,,,,,0,,20.0,1.0,20.0,Pho,Phoenix,Suns,21.0,1981.0,13.0,1981.0,1981.0,Larry,208.0,82.0,,,,,,,,,,,,,,,,False,False,False,Nance,243,PF,,,,,22,106.59,235.0
27.0,1973-12-27,12.0,1973.0,Jamaica,USA,1.0,United States,NY,New York,32.0,8.0,Virginia,University of Virginia,,,,,0,,,,,,,,,,1.0,2000.0,2000.0,Jamal,200.0,79.0,,,,,,,,,Jamaica,USA,1.0,United States,NY,New York,32.0,False,False,False,Robinson,3443,SG,,,,,13,96.16,212.0
14.0,1944-11-14,11.0,1944.0,Seattle,USA,1.0,United States,WA,Washington,47.0,789.0,Seattle,Seattle University,,,,,0,,,,,,,,,,4.0,1967.0,1967.0,Tom,200.0,79.0,Seattle,USA,1.0,United States,Blanchet HS,WA,Washington,47.0,,,,,,,,False,False,False,Workman,2038,PF,,,,,,104.33,230.0
7.0,1922-03-07,3.0,1922.0,Granite City,USA,1.0,United States,IL,Illinois,13.0,26.0,Illinois,University of Illinois,29.0,2001-04-29,4.0,2001.0,0,,,,,,,,,,11.0,1947.0,1947.0,Andy,190.0,75.0,Granite City,USA,1.0,United States,Granite City HS,IL,Illinois,13.0,,,,,,,,False,False,False,Phillip,2361,PG,,,,,,88.45,195.0
10.0,1952-05-10,5.0,1952.0,Cedar Rapids,USA,1.0,United States,IA,Iowa,15.0,22.0,Missouri,University of Missouri,,,,,0,,15.0,1.0,15.0,Det,Detroit,Pistons,8.0,1974.0,4.0,1974.0,1974.0,Al,198.0,78.0,Springville,USA,1.0,United States,Springville HS,IA,Iowa,15.0,,,,,,,,False,False,False,Eberhard,1370,SF,,,,,,102.06,225.0
1.0,1974-02-01,2.0,1974.0,Evansville,USA,1.0,United States,IN,Indiana,14.0,69.0,Kentucky,University of Kentucky,,,,,0,,19.0,1.0,19.0,NY,New York,Knicks,18.0,1996.0,10.0,1996.0,1996.0,Walter,208.0,82.0,Evansville,USA,1.0,United States,Harrison High School,IN,Indiana,14.0,Evansville,USA,1.0,United States,IN,Indiana,14.0,False,False,False,McCarty,3082,SF,,,,,0,104.33,230.0
23.0,1953-03-23,3.0,1953.0,San Mateo,USA,1.0,United States,CA,California,5.0,63.0,Stanford,Stanford University,,,,,0,,7.0,1.0,7.0,NO,New Orleans,Jazz,26.0,1975.0,11.0,1975.0,1975.0,Rich,213.0,84.0,,,,,,,,,,,,,,,,False,False,False,Kelley,798,PF,,,,,,108.86,240.0
11.0,1934-05-11,5.0,1934.0,Pittsburgh,USA,1.0,United States,PA,Pennsylvania,38.0,98.0,Cincinnati,University of Cincinnati,30.0,2012-05-30,5.0,2012.0,0,,,,,,,,,,11.0,1955.0,1955.0,Jack,198.0,78.0,Pittsburgh,USA,1.0,United States,Central Catholic HS,PA,Pennsylvania,38.0,,,,,,,,False,False,False,Twyman,1856,SF,,,,,,96.16,212.0
22.0,1987-04-22,4.0,1987.0,Clinton,USA,1.0,United States,MD,Maryland,20.0,199.0,Villanova,Villanova University,,,,,0,,33.0,2.0,3.0,Por,Portland,Trail Blazers,22.0,2009.0,6.0,2009.0,2009.0,Dante,203.0,80.0,Silver Spring,USA,1.0,United States,Potomac HS,MD,Maryland,20.0,Silver Spring,USA,1.0,United States,MD,Maryland,20.0,True,False,False,Cunningham,295799,SF,NO,New Orleans,Pelicans,3.0,44,100.24,221.0
23.0,1944-01-23,1.0,1944.0,,,,,,,,141.0,St. John's,St. John's University (NY),,,,,0,,,,,,,,,,,,,Robert,200.0,79.0,,,,,,,,,,,,,,,,False,False,False,McIntyre,2842,SF,,,,,,97.52,215.0
16.0,1982-04-16,4.0,1982.0,Cormeilles-en-Parisis,FRA,22.0,France,,,,,,,,,,,0,,21.0,1.0,21.0,Atl,Atlanta,Hawks,1.0,2003.0,12.0,2003.0,2003.0,Boris,203.0,80.0,,,,,,,,,,,,,,,,True,False,False,Diaw,214157,PF,SA,San Antonio,Spurs,24.0,33,113.4,250.0
24.0,1953-09-24,9.0,1953.0,Detroit,USA,1.0,United States,MI,Michigan,22.0,57.0,Arizona,University of Arizona,,,,,0,,37.0,3.0,1.0,Phi,Philadelphia,76ers,20.0,1974.0,3.0,1974.0,1974.0,Connie,190.0,75.0,Detroit,USA,1.0,United States,Kettering HS,MI,Michigan,22.0,,,,,,,,False,False,False,Norman,1348,PG,,,,,,79.83,176.0
3.0,1967-07-03,7.0,1967.0,New York,USA,1.0,United States,NY,New York,32.0,22.0,Missouri,University of Missouri,,,,,0,,16.0,1.0,16.0,Hou,Houston,Rockets,10.0,1988.0,3.0,1988.0,1988.0,Derrick,200.0,79.0,Flushing,USA,1.0,United States,Holy Cross HS,NY,New York,32.0,Flushing,USA,1.0,United States,NY,New York,32.0,False,False,False,Chievous,61,SF,,,,,,88.45,195.0
15.0,1918-05-15,5.0,1918.0,,,,,,,,249.0,Kentucky Wesleyan,Kentucky Wesleyan College,,,,,0,,,,,,,,,,1.0,1946.0,,Virgil,193.0,76.0,,,,,,,,,,,,,,,,False,False,False,Vaughn,2238,F/C,,,,,,92.99,205.0
9.0,1948-03-09,3.0,1948.0,Canton,USA,1.0,United States,GA,Georgia,10.0,653.0,Marquette,Marquette University,,,,,0,,95.0,6.0,10.0,Pho,Phoenix,Suns,21.0,1970.0,1.0,1970.0,1970.0,Joe,198.0,78.0,Atlanta,USA,1.0,United States,Marist HS,GA,Georgia,10.0,,,,,,,,False,False,False,Thomas,2017,SF,,,,,,92.99,205.0
24.0,1977-01-24,1.0,1977.0,Bridgetown,BAR,189.0,Barbados,,,,141.0,St. John's,St. John's University (NY),,,,,0,,,,,,,,,,,1999.0,,Tyrone,200.0,79.0,,,,,Grady HS,,,,Brooklyn,USA,1.0,United States,NY,New York,32.0,False,False,False,Grant,3365,SF,,,,,34,108.86,240.0
24.0,1970-04-24,4.0,1970.0,Twiggs County,USA,1.0,United States,GA,Georgia,10.0,25.0,Oklahoma State,Oklahoma State University,,,,,0,,33.0,2.0,6.0,Chi,Chicago,Bulls,4.0,1992.0,2.0,1992.0,1992.0,Corey,187.0,74.0,,,,,,,,,,,,,,,,False,False,False,Williams,865,PG,,,,,12,86.18,190.0
1.0,1965-04-01,4.0,1965.0,Brooklyn,USA,1.0,United States,NY,New York,32.0,141.0,St. John's,St. John's University (NY),,,,,0,,18.0,1.0,18.0,NY,New York,Knicks,18.0,1987.0,17.0,1987.0,1987.0,Mark,190.0,75.0,Brooklyn,USA,1.0,United States,Bishop Loughlin Memorial HS,NY,New York,32.0,Brooklyn,USA,1.0,United States,NY,New York,32.0,False,False,False,Jackson,163,PG,,,,,31,88.45,195.0
4.0,1983-02-04,2.0,1983.0,Camden,USA,1.0,United States,NJ,New Jersey,30.0,101.0,Memphis,University of Memphis,,,,,0,,6.0,1.0,6.0,Cle,Cleveland,Cavaliers,5.0,2002.0,4.0,2002.0,2002.0,Dajuan,187.0,74.0,Camden,USA,1.0,United States,Camden High School,NJ,New Jersey,30.0,Camden,USA,1.0,United States,NJ,New Jersey,30.0,False,False,False,Wagner,168012,PG,,,,,0,90.72,200.0
27.0,1922-12-27,12.0,1922.0,Centralia,USA,1.0,United States,IL,Illinois,13.0,26.0,Illinois,University of Illinois,,,,,0,,,,,,,,,,4.0,1949.0,1949.0,Dike,190.0,75.0,Centralia,USA,1.0,United States,Centralia HS,IL,Illinois,13.0,,,,,,,,False,False,False,Eddleman,2180,SG,,,,,,85.73,189.0
20.0,1978-05-20,5.0,1978.0,Edea,CMR,127.0,Cameroon,,,,137.0,Georgetown,Georgetown University,,,,,0,,49.0,2.0,21.0,Por,Portland,Trail Blazers,22.0,2001.0,3.0,2001.0,2001.0,Ruben,213.0,84.0,Washington,USA,1.0,United States,Archbishop Carroll High School,DC,District of Columbia,51.0,Yaounde,CMR,127.0,Cameroon,,,,False,False,False,Boumtje Boumtje,3540,C,,,,,44,115.67,255.0
4.0,1966-07-04,7.0,1966.0,Falls County,USA,1.0,United States,TX,Texas,43.0,681.0,Lamar,Lamar University,,,,,0,,,,,,,,,,6.0,1989.0,1989.0,Adrian,203.0,80.0,Corpus Christi,USA,1.0,United States,West Oso HS,TX,Texas,43.0,,,,,,,,False,False,False,Caldwell,48,PF,,,,,50,120.2,265.0
17.0,1938-04-17,4.0,1938.0,Chester,USA,1.0,United States,PA,Pennsylvania,38.0,30.0,Michigan State,Michigan State University,7.0,2001-06-07,6.0,2001.0,0,,,,,,,,,,1.0,1961.0,1961.0,Horace,190.0,75.0,Chester,USA,1.0,United States,Chester HS,PA,Pennsylvania,38.0,Chester,USA,1.0,United States,PA,Pennsylvania,38.0,False,False,False,Walker,1859,SF,,,,,,95.25,210.0
30.0,1928-01-30,1.0,1928.0,Toledo,USA,1.0,United States,OH,Ohio,35.0,55.0,Toledo,University of Toledo,5.0,1998-05-05,5.0,1998.0,0,,,,,,,,,,12.0,1947.0,1947.0,Paul,187.0,74.0,,,,,,,,,,,,,,,,False,False,False,Seymour,2352,SG,,,,,,83.01,183.0
25.0,1957-06-25,6.0,1957.0,Atlanta,USA,1.0,United States,GA,Georgia,10.0,71.0,Tennessee,University of Tennessee,,,,,0,,15.0,1.0,15.0,SA,San Antonio,Spurs,24.0,1980.0,4.0,1980.0,1980.0,Reggie,205.0,81.0,,,,,,,,,Ellenwood,USA,1.0,United States,GA,Georgia,10.0,False,False,False,Johnson,775,PF,,,,,,92.99,205.0
21.0,1979-11-21,11.0,1979.0,Shreveport,USA,1.0,United States,LA,Louisiana,18.0,76.0,LSU,Louisiana State University,,,,,0,,2.0,1.0,2.0,Van,Vancouver,Grizzlies,29.0,2000.0,9.0,2000.0,2000.0,Stromile,205.0,81.0,Shreveport,USA,1.0,United States,Fair Park High School,LA,Louisiana,18.0,Shreveport,USA,1.0,United States,LA,Louisiana,18.0,False,False,False,Swift,3382,PF,,,,,4,102.06,225.0
23.0,1960-09-23,9.0,1960.0,Chicago,USA,1.0,United States,IL,Illinois,13.0,667.0,Bradley,Bradley University,,,,,0,,36.0,2.0,13.0,Phi,Philadelphia,76ers,20.0,1982.0,3.0,1982.0,1982.0,J.J.,203.0,80.0,,,,,,,,,,,,,,,,False,False,False,Anderson,495,PF,,,,,,88.45,195.0
19.0,1968-06-19,6.0,1968.0,San Diego,USA,1.0,United States,CA,California,5.0,57.0,Arizona,University of Arizona,,,,,0,,38.0,2.0,11.0,Sea,Seattle,SuperSonics,25.0,1990.0,12.0,1990.0,1990.0,Jud,198.0,78.0,Poway,USA,1.0,United States,Poway High School,CA,California,5.0,San Diego,USA,1.0,United States,CA,California,5.0,False,False,False,Buechler,43,SG,,,,,30,103.42,228.0
19.0,1995-02-19,2.0,1995.0,Sombor,SCG,171.0,Serbia-Montenegro,,,,,,,,,,,0,,41.0,2.0,11.0,Den,Denver,Nuggets,7.0,2014.0,,2015.0,2015.0,Nikola,208.0,82.0,,,,,,,,,,,,,,,,True,False,False,Jokic,830650,C,Den,Denver,Nuggets,7.0,15,113.4,250.0
26.0,1990-11-26,11.0,1990.0,Tacoma,USA,1.0,United States,WA,Washington,47.0,83.0,Texas,University of Texas,,,,,0,,19.0,1.0,19.0,Bos,Boston,Celtics,2.0,2010.0,5.0,2010.0,2010.0,Avery,187.0,74.0,Henderson,USA,1.0,United States,Findlay Prep,NV,Nevada,28.0,Tacoma,USA,1.0,United States,WA,Washington,47.0,True,False,False,Bradley,513607,SG,Bos,Boston,Celtics,2.0,0,81.65,180.0
14.0,1949-02-14,2.0,1949.0,,,,,,,,14.0,Syracuse,Syracuse University,,,,,0,,42.0,3.0,7.0,Por,Portland,Trail Blazers,22.0,1971.0,2.0,1971.0,1971.0,William,215.0,85.0,,,,,,,,,,,,,,,,False,False,False,Smith,2613,SF,,,,,,99.79,220.0
24.0,1986-12-24,12.0,1986.0,Dnepropetrovsk,URS,49.0,USSR,,,,,,,,,,,0,,38.0,2.0,8.0,Phi,Philadelphia,76ers,20.0,2007.0,5.0,2007.0,2007.0,Kyrylo,215.0,85.0,,,,,,,,,,,,,,,,False,False,False,Fesenko,393438,C,,,,,44,127.01,280.0
7.0,1928-03-07,3.0,1928.0,,,,,,,,89.0,Colorado State,Colorado State University,,,,,0,,,,,,,,,,1.0,1952.0,1952.0,John,187.0,74.0,,,,,,,,,,,,,,,,False,False,False,O'Boyle,2576,PG,,,,,,84.37,186.0
11.0,1960-09-11,9.0,1960.0,Lexington,USA,1.0,United States,KY,Kentucky,17.0,2.0,Duke,Duke University,,,,,0,,34.0,2.0,11.0,NY,New York,Knicks,18.0,1982.0,1.0,1982.0,1982.0,Vince,195.0,77.0,,,,,,,,,Lexington,USA,1.0,United States,KY,Kentucky,17.0,False,False,False,Taylor,1149,SG,,,,,,81.65,180.0
28.0,1949-10-28,10.0,1949.0,Houston,USA,1.0,United States,TX,Texas,43.0,80.0,Houston,University of Houston,,,,,0,,3.0,1.0,3.0,Cle,Cleveland,Cavaliers,5.0,1972.0,5.0,1972.0,1972.0,Dwight,203.0,80.0,Houston,USA,1.0,United States,Worthing HS,TX,Texas,43.0,,,,,,,,False,False,False,Davis,1428,SF,,,,,,99.79,220.0
4.0,1922-04-04,4.0,1922.0,Mahanoy City,USA,1.0,United States,PA,Pennsylvania,38.0,630.0,St. Joseph's,St. Joseph's University (PA),26.0,2001-06-26,6.0,2001.0,0,,,,,,,,,,8.0,1946.0,1946.0,George,187.0,74.0,Mahanoy City,USA,1.0,United States,Mahanoy City HS,PA,Pennsylvania,38.0,,,,,,,,False,False,False,Senesky,2284,PG,,,,,,81.19,179.0
21.0,1959-04-21,4.0,1959.0,Rockville,USA,1.0,United States,MD,Maryland,20.0,104.0,Notre Dame,University of Notre Dame,,,,,0,,25.0,2.0,2.0,Det,Detroit,Pistons,8.0,1981.0,3.0,1981.0,1981.0,Tracy,198.0,78.0,,,,,,,,,Burtonsville,USA,1.0,United States,MD,Maryland,20.0,False,False,False,Jackson,756,SG,,,,,,97.52,215.0
