PLAYER,TEAM,pullup_GP,pullup_MIN,pullup_FG3A,pullup_FGA,shooting_FGA_DRIVE,shooting_FGA_CLOSE,catchshoot_FG3A,catchshoot_FGA,drives_DVS,passing_PASS,passing_AST_POT,rebounding_OREB_CHANCE,rebounding_DREB_CHANCE,defense_BLK,defense_STL,speed_AV_SPD,touches_TCH,touches_TOP
Norris Cole,MIA,82,24.7524390244,0.158536585366,1.32926829268,1.62195121951,0.121951219512,1.91463414634,2.12195121951,4.08536585366,39.987804878,6.13414634146,0.426829268293,2.93902439024,0.0609756097561,0.939024390244,4.3,50.4146341463,3.51341463415
Blake Griffin,LAC,80,36.0572916667,0.125,1.5875,0.9625,3.225,0.425,4.3375,2.025,54.475,7.4625,4.3625,10.5,0.6375,1.15,3.9,81.1625,2.34375
Ben McLemore,SAC,81,26.966872428,0.58024691358,1.41975308642,1.06172839506,0.345679012346,2.98765432099,4.07407407407,1.9012345679,18.0740740741,2.0987654321,1.35802469136,4.40740740741,0.222222222222,0.530864197531,4.5,29.2222222222,0.827366255144
Ray Allen,MIA,73,26.7817351598,0.452054794521,1.46575342466,0.876712328767,0.260273972603,3.71232876712,4.16438356164,2.47945205479,22.698630137,3.45205479452,0.630136986301,3.65753424658,0.109589041096,0.739726027397,4.1,33.1369863014,1.049543379
Anthony Davis,NOP,67,35.3721393035,0.0,1.64179104478,0.910447761194,2.58208955224,0.119402985075,3.62686567164,1.29850746269,33.3582089552,2.97014925373,5.32835820896,10.4626865672,2.82089552239,1.32835820896,4.1,54.6865671642,1.52064676617
Harrison Barnes,GSW,77,28.2928571429,0.233766233766,2.11688311688,1.84415584416,0.584415584416,2.14285714286,2.49350649351,2.8961038961,19.5064935065,2.80519480519,1.57142857143,6.14285714286,0.25974025974,0.805194805195,4.3,31.3636363636,1.28354978355
Pablo Prigioni,NYK,66,19.5343434343,0.772727272727,1.04545454545,0.227272727273,0.030303030303,1.27272727273,1.31818181818,1.0,40.6363636364,7.34848484848,1.16666666667,2.18181818182,0.030303030303,1.01515151515,4.4,46.8333333333,3.33611111111
Josh Smith,DET,77,35.6902597403,0.194805194805,2.22077922078,2.41558441558,1.1038961039,3.06493506494,5.28571428571,3.76623376623,34.3376623377,6.12987012987,2.7012987013,8.76623376623,1.42857142857,1.36363636364,3.7,56.5974025974,1.82878787879
Carlos Boozer,CHI,76,28.2701754386,0.0,1.82894736842,0.223684210526,3.98684210526,0.0263157894737,4.02631578947,0.342105263158,31.8815789474,2.96052631579,3.09210526316,9.19736842105,0.289473684211,0.697368421053,3.7,48.9210526316,1.1625
Alan Anderson,BKN,77,22.7891774892,0.597402597403,1.58441558442,1.28571428571,0.168831168831,2.4025974026,2.61038961039,2.37662337662,18.3246753247,2.05194805195,0.948051948052,3.54545454545,0.12987012987,0.61038961039,4.0,26.961038961,1.11774891775
Andray Blatche,BKN,72,22.1048611111,0.152777777778,1.73611111111,0.833333333333,1.56944444444,0.569444444444,2.20833333333,1.56944444444,26.2222222222,2.83333333333,2.70833333333,5.90277777778,0.513888888889,1.02777777778,3.9,39.375,1.12407407407
Andre Iguodala,GSW,63,32.5291005291,0.492063492063,1.84126984127,0.777777777778,0.666666666667,2.14285714286,2.36507936508,2.2380952381,31.9841269841,7.01587301587,1.22222222222,5.52380952381,0.285714285714,1.50793650794,4.1,43.8095238095,2.55158730159
Zach Randolph,MEM,79,34.4411392405,0.0759493670886,1.49367088608,0.367088607595,4.36708860759,0.164556962025,1.73417721519,0.556962025316,36.6075949367,5.18987341772,7.0,10.5949367089,0.291139240506,0.683544303797,3.8,57.9367088608,1.82320675105
Al Jefferson,CHA,72,35.1634259259,0.0416666666667,1.61111111111,0.180555555556,5.34722222222,0.166666666667,4.98611111111,0.236111111111,31.6388888889,4.23611111111,3.47222222222,13.1388888889,1.08333333333,0.930555555556,3.7,55.3888888889,1.77824074074
CJ Miles,CLE,51,19.3424836601,0.352941176471,1.6862745098,0.764705882353,0.137254901961,3.66666666667,4.21568627451,1.41176470588,15.0980392157,2.21568627451,0.725490196078,2.72549019608,0.294117647059,0.901960784314,4.2,25.1764705882,0.721241830065
Travis Outlaw,SAC,63,16.9791005291,0.206349206349,1.68253968254,0.349206349206,0.333333333333,1.60317460317,2.30158730159,0.650793650794,13.0793650794,1.49206349206,0.809523809524,3.28571428571,0.301587301587,0.31746031746,4.3,19.5714285714,0.499735449735
DeMarcus Cousins,SAC,70,32.7530952381,0.0428571428571,1.54285714286,2.0,3.2,0.0571428571429,2.71428571429,3.22857142857,40.3,5.78571428571,5.4,11.8571428571,1.3,1.52857142857,3.8,65.8142857143,2.14095238095
Wesley Johnson,LAL,79,28.5265822785,0.240506329114,1.43037974684,0.278481012658,0.759493670886,3.0253164557,4.0253164557,0.493670886076,26.2151898734,3.12658227848,1.60759493671,5.81012658228,0.974683544304,1.08860759494,4.2,36.835443038,0.738396624473
Mike Miller,MEM,82,20.9528455285,0.134146341463,0.951219512195,0.5,0.109756097561,2.67073170732,3.51219512195,1.25609756098,23.6707317073,3.25609756098,0.841463414634,3.4756097561,0.0609756097561,0.317073170732,4.2,31.1951219512,0.744918699187
Kyle Singler,DET,82,28.7213414634,0.231707317073,1.07317073171,0.69512195122,0.914634146341,2.74390243902,3.23170731707,1.37804878049,25.3658536585,1.9756097561,3.15853658537,4.92682926829,0.463414634146,0.743902439024,4.5,35.7804878049,0.791056910569
Tristan Thompson,CLE,82,31.7758130081,0.0121951219512,1.06097560976,0.536585365854,2.98780487805,0.0,0.80487804878,0.792682926829,38.0853658537,1.82926829268,7.32926829268,9.90243902439,0.426829268293,0.512195121951,4.4,51.9268292683,1.22662601626
Jared Sullinger,BOS,74,27.8310810811,0.175675675676,1.51351351351,0.945945945946,2.37837837838,2.55405405405,3.68918918919,1.25675675676,32.9324324324,3.44594594595,5.54054054054,8.02702702703,0.662162162162,0.472972972973,3.9,49.0,1.23198198198
Martell Webster,WAS,77,27.816017316,0.441558441558,1.27272727273,0.415584415584,0.376623376623,4.23376623377,4.68831168831,0.987012987013,25.4285714286,2.4025974026,0.74025974026,3.57142857143,0.194805194805,0.532467532468,4.0,35.3246753247,0.898917748918
Kevin Garnett,BKN,53,20.6509433962,0.0188679245283,1.98113207547,0.0943396226415,1.49056603774,0.0377358490566,2.50943396226,0.188679245283,34.5283018868,2.60377358491,1.79245283019,7.71698113208,0.735849056604,0.811320754717,4.0,43.6037735849,0.854716981132
Ray McCallum,SAC,45,19.9788888889,0.244444444444,2.77777777778,1.33333333333,0.355555555556,1.02222222222,1.37777777778,2.28888888889,32.4666666667,5.8,0.888888888889,2.42222222222,0.2,0.488888888889,4.4,42.9777777778,3.92925925926
Cory Joseph,SAS,68,13.8789215686,0.0882352941176,1.26470588235,1.01470588235,0.25,0.455882352941,0.779411764706,2.19117647059,22.6617647059,3.26470588235,0.970588235294,2.16176470588,0.205882352941,0.514705882353,4.6,29.1029411765,1.6612745098
Matthew Dellavedova,CLE,72,17.7546296296,0.375,1.05555555556,0.666666666667,0.0972222222222,1.73611111111,1.94444444444,1.88888888889,25.4305555556,4.97222222222,0.791666666667,2.77777777778,0.0694444444444,0.458333333333,4.4,31.9305555556,1.5849537037
Wilson Chandler,DEN,62,31.235483871,0.516129032258,1.95161290323,2.33870967742,0.677419354839,5.01612903226,5.66129032258,3.96774193548,28.1290322581,3.56451612903,1.54838709677,6.72580645161,0.5,0.741935483871,4.2,43.5806451613,1.38682795699
Xavier Henry,LAL,43,21.219379845,0.46511627907,1.93023255814,2.27906976744,0.279069767442,1.32558139535,1.86046511628,4.13953488372,22.2558139535,2.95348837209,1.25581395349,3.72093023256,0.162790697674,1.02325581395,4.4,34.976744186,1.67441860465
Richard Jefferson,UTA,82,27.0510162602,0.243902439024,1.34146341463,1.32926829268,0.292682926829,3.40243902439,3.9512195122,2.69512195122,27.8902439024,3.23170731707,0.585365853659,4.0,0.170731707317,0.682926829268,4.0,39.4268292683,1.15894308943
Kentavious Caldwell-Pope,DET,80,19.943125,0.3125,1.25,0.4875,0.35,1.975,2.55,0.6375,15.5875,1.3625,1.025,2.2875,0.15,0.9375,4.2,22.45,0.578541666667
Shawn Marion,DAL,76,31.8127192982,0.0394736842105,1.11842105263,0.539473684211,2.11842105263,2.0,2.55263157895,0.855263157895,36.2105263158,3.47368421053,2.98684210526,7.27631578947,0.486842105263,1.18421052632,4.1,49.0131578947,1.21688596491
Mario Chalmers,MIA,73,29.9769406393,0.534246575342,1.08219178082,2.83561643836,0.301369863014,2.49315068493,2.56164383562,7.02739726027,52.7534246575,8.54794520548,0.931506849315,4.41095890411,0.219178082192,1.6301369863,4.0,66.8356164384,4.38561643836
Michael Beasley,MIA,55,15.2509090909,0.163636363636,1.45454545455,1.25454545455,0.654545454545,0.818181818182,1.49090909091,1.78181818182,16.8,1.49090909091,0.927272727273,4.18181818182,0.381818181818,0.418181818182,4.2,25.4181818182,0.688484848485
Tyreke Evans,NOP,72,28.3479166667,0.541666666667,1.73611111111,5.97222222222,0.763888888889,0.652777777778,0.861111111111,10.3194444444,34.0555555556,9.19444444444,2.27777777778,5.86111111111,0.291666666667,1.16666666667,4.0,53.8888888889,3.47291666667
Ryan Kelly,LAL,59,22.397740113,0.101694915254,1.30508474576,0.932203389831,0.491525423729,2.27118644068,2.67796610169,1.50847457627,28.6779661017,3.15254237288,1.22033898305,4.81355932203,0.762711864407,0.542372881356,4.2,37.2711864407,0.847175141243
Boris Diaw,SAS,79,25.1888185654,0.0759493670886,0.835443037975,1.13924050633,1.32911392405,1.3164556962,2.25316455696,2.17721518987,39.3291139241,5.54430379747,1.94936708861,5.73417721519,0.405063291139,0.556962025316,4.2,49.8101265823,1.13037974684
Tony Wroten,PHI,72,24.6113425926,1.05555555556,1.36111111111,5.02777777778,0.680555555556,1.44444444444,1.5,7.76388888889,31.5694444444,5.95833333333,2.18055555556,3.41666666667,0.222222222222,1.08333333333,4.3,49.9722222222,3.01944444444
DeMarre Carroll,ATL,73,32.2591324201,0.41095890411,1.23287671233,0.876712328767,1.23287671233,3.17808219178,3.61643835616,1.53424657534,34.9589041096,3.46575342466,3.72602739726,6.80821917808,0.287671232877,1.47945205479,4.0,47.095890411,1.42831050228
Tayshaun Prince,MEM,76,25.7469298246,0.0131578947368,1.34210526316,0.368421052632,1.0,0.868421052632,2.81578947368,0.565789473684,28.8815789474,3.48684210526,0.894736842105,3.90789473684,0.25,0.513157894737,4.0,37.3552631579,1.25570175439
Willie Green,LAC,55,15.9281818182,0.4,1.23636363636,0.672727272727,0.109090909091,1.67272727273,2.38181818182,1.18181818182,15.7272727273,2.18181818182,0.418181818182,2.50909090909,0.2,0.4,4.2,22.4545454545,0.831212121212
Devin Harris,DAL,40,20.5175,1.15,1.975,1.9,0.075,1.35,1.475,4.85,38.75,7.85,0.425,2.925,0.05,0.7,4.1,50.85,4.02333333333
CJ McCollum,POR,38,12.6,0.578947368421,1.86842105263,0.789473684211,0.0789473684211,1.52631578947,1.73684210526,1.44736842105,11.2894736842,1.36842105263,0.447368421053,1.71052631579,0.0526315789474,0.368421052632,4.4,18.2105263158,0.868421052632
Tony Snell,CHI,77,16.012987013,0.272727272727,0.792207792208,0.701298701299,0.116883116883,1.96103896104,2.32467532468,1.03896103896,12.3506493506,1.85714285714,0.493506493506,2.37662337662,0.194805194805,0.376623376623,4.1,17.974025974,0.661471861472
Channing Frye,PHX,82,28.3361788618,0.158536585366,0.817073170732,0.317073170732,0.573170731707,5.0,6.18292682927,0.487804878049,36.4268292683,2.26829268293,1.74390243902,7.43902439024,0.768292682927,0.731707317073,3.8,48.1463414634,0.916463414634
Ish Smith,PHX,70,14.4904761905,0.0857142857143,1.04285714286,1.82857142857,0.0428571428571,0.228571428571,0.257142857143,3.67142857143,26.6285714286,4.97142857143,1.01428571429,2.5,0.185714285714,0.7,4.6,33.0571428571,2.36285714286
Nick Calathes,MEM,71,16.5953051643,0.197183098592,1.16901408451,1.29577464789,0.422535211268,0.647887323944,0.732394366197,3.29577464789,33.4929577465,5.76056338028,0.845070422535,2.76056338028,0.112676056338,0.929577464789,4.5,42.1549295775,3.56713615023
Jared Dudley,LAC,74,23.5268018018,0.0945945945946,0.797297297297,0.297297297297,0.189189189189,2.87837837838,4.17567567568,0.864864864865,20.972972973,2.64864864865,0.851351351351,3.37837837838,0.135135135135,0.554054054054,4.2,28.7027027027,0.563738738739
Diante Garrett,UTA,71,14.8286384977,0.197183098592,1.2676056338,0.901408450704,0.112676056338,1.0985915493,1.15492957746,1.81690140845,27.014084507,3.88732394366,0.281690140845,1.95774647887,0.0704225352113,0.577464788732,4.3,33.323943662,2.37840375587
Ersan Ilyasova,MIL,54,27.0941358025,0.203703703704,1.33333333333,0.833333333333,1.53703703704,2.14814814815,4.85185185185,1.24074074074,38.0555555556,3.03703703704,3.75925925926,7.33333333333,0.12962962963,0.851851851852,4.0,52.2222222222,1.1012345679
Giannis Antetokounmpo,MIL,76,24.8620614035,0.355263157895,0.907894736842,1.01315789474,0.644736842105,1.14473684211,1.44736842105,2.38157894737,33.8026315789,3.67105263158,1.96052631579,6.13157894737,0.802631578947,0.776315789474,4.4,43.5921052632,1.28201754386
Maurice Harkless,ORL,80,24.5220833333,0.275,0.7375,1.2,0.7375,1.5875,1.6375,2.0,17.05,2.1875,1.725,4.275,0.625,1.2125,4.3,25.75,0.787083333333
Austin Rivers,NOP,69,19.5471014493,0.36231884058,1.30434782609,3.52173913043,0.144927536232,0.985507246377,1.08695652174,5.36231884058,29.8985507246,4.40579710145,1.01449275362,2.89855072464,0.130434782609,0.652173913043,4.1,41.0,3.77729468599
Pau Gasol,LAL,60,31.5694444444,0.0,1.15,0.633333333333,3.0,0.216666666667,3.85,0.9,50.0166666667,7.01666666667,3.65,11.8666666667,1.53333333333,0.45,3.9,71.1,2.08138888889
Corey Brewer,MIN,81,32.4080246914,0.259259259259,1.1975308642,1.53086419753,0.814814814815,2.27160493827,2.75308641975,2.40740740741,25.7283950617,2.8024691358,1.79012345679,3.20987654321,0.37037037037,1.86419753086,4.1,38.975308642,1.05329218107
Mirza Teletovic,BKN,71,19.3988262911,0.211267605634,0.718309859155,0.549295774648,0.464788732394,4.52112676056,4.84507042254,1.16901408451,22.9295774648,1.7323943662,1.38028169014,4.87323943662,0.323943661972,0.408450704225,4.1,31.985915493,0.476525821596
Andrea Bargnani,NYK,42,30.0777777778,0.047619047619,1.61904761905,1.14285714286,1.42857142857,2.5,6.33333333333,1.88095238095,29.5714285714,2.57142857143,2.61904761905,5.92857142857,1.2380952381,0.333333333333,3.7,45.4047619048,1.10674603175
Marc Gasol,MEM,59,33.5110169492,0.0847457627119,0.864406779661,0.203389830508,4.28813559322,0.101694915254,4.77966101695,0.305084745763,47.4406779661,7.54237288136,2.32203389831,9.0,1.28813559322,1.0,3.7,65.6271186441,1.69406779661
Phil Pressey,BOS,75,15.2235555556,0.333333333333,1.14666666667,0.653333333333,0.0266666666667,1.05333333333,1.10666666667,2.17333333333,29.4266666667,6.13333333333,0.453333333333,1.90666666667,0.0666666666667,0.906666666667,4.3,36.1466666667,2.66377777778
Patrick Beverley,HOU,56,31.4711309524,0.571428571429,1.19642857143,2.05357142857,0.303571428571,3.96428571429,4.17857142857,4.28571428571,47.7142857143,5.625,2.69642857143,4.0,0.410714285714,1.375,4.4,60.4285714286,3.66428571429
Kris Humphries,BOS,69,20.1128019324,0.0289855072464,0.869565217391,0.260869565217,1.21739130435,0.0,2.84057971014,0.550724637681,29.3333333333,2.53623188406,3.76811594203,6.78260869565,0.884057971014,0.449275362319,4.1,38.6086956522,0.826328502415
Draymond Green,GSW,81,22.0685185185,0.148148148148,0.592592592593,0.716049382716,0.703703703704,1.76543209877,2.30864197531,1.30864197531,28.4814814815,3.61728395062,1.96296296296,6.44444444444,0.888888888889,1.24691358025,4.1,36.8148148148,0.959465020576
Alexey Shved,MIN,63,10.6335978836,0.698412698413,1.25396825397,0.920634920635,0.0634920634921,0.920634920635,1.01587301587,2.14285714286,10.4285714286,2.34920634921,0.714285714286,1.49206349206,0.253968253968,0.412698412698,4.3,16.4603174603,0.971428571429
PJ Tucker,PHX,81,30.9491769547,0.123456790123,0.864197530864,0.864197530864,1.03703703704,2.11111111111,2.43209876543,1.6049382716,27.9259259259,3.81481481481,3.58024691358,6.37037037037,0.283950617284,1.35802469136,4.0,39.1851851852,1.07345679012
Dorell Wright,POR,68,14.5678921569,0.25,0.823529411765,0.323529411765,0.132352941176,2.57352941176,2.67647058824,0.779411764706,15.1176470588,1.89705882353,0.676470588235,3.97058823529,0.235294117647,0.338235294118,4.2,21.0441176471,0.59387254902
Omri Casspi,HOU,71,18.1784037559,0.323943661972,0.845070422535,0.901408450704,0.647887323944,2.14084507042,2.38028169014,1.78873239437,24.2112676056,2.32394366197,1.81690140845,5.32394366197,0.197183098592,0.619718309859,4.4,32.6197183099,0.708920187793
Roy Hibbert,IND,81,29.8985596708,0.0,0.679012345679,0.0740740740741,3.97530864198,0.0617283950617,1.82716049383,0.148148148148,26.1975308642,2.33333333333,4.86419753086,8.51851851852,2.24691358025,0.358024691358,3.8,39.8765432099,1.01069958848
John Lucas III,UTA,42,14.0591269841,0.166666666667,1.59523809524,0.642857142857,0.047619047619,1.80952380952,2.0,1.04761904762,23.880952381,2.69047619048,0.357142857143,1.11904761905,0.0,0.333333333333,4.5,30.1904761905,1.94523809524
Jason Terry,BKN,34,16.1318627451,0.647058823529,1.26470588235,0.441176470588,0.0294117647059,2.20588235294,2.41176470588,1.29411764706,16.9411764706,2.85294117647,0.205882352941,1.35294117647,0.0,0.352941176471,4.1,22.7058823529,0.827450980392
Doron Lamb,ORL,53,13.1921383648,0.150943396226,0.77358490566,0.320754716981,0.0377358490566,1.52830188679,1.64150943396,0.471698113208,10.641509434,1.39622641509,0.339622641509,1.28301886792,0.0188679245283,0.207547169811,4.1,14.7169811321,0.474842767296
Derrick Favors,UTA,73,30.2835616438,0.0,0.630136986301,0.123287671233,3.95890410959,0.013698630137,1.60273972603,0.178082191781,40.8767123288,2.93150684932,4.71232876712,9.7397260274,1.47945205479,1.02739726027,4.1,55.8904109589,1.31735159817
Taj Gibson,CHI,82,28.7504065041,0.0,0.780487804878,0.0609756097561,3.73170731707,0.0853658536585,3.30487804878,0.146341463415,29.1585365854,2.4756097561,4.35365853659,7.4512195122,1.36585365854,0.5,3.9,44.7926829268,1.02601626016
Shane Larkin,DAL,48,10.2229166667,0.229166666667,1.04166666667,0.75,0.0833333333333,0.520833333333,0.625,1.70833333333,17.7083333333,2.95833333333,0.354166666667,1.14583333333,0.0208333333333,0.541666666667,4.5,22.5833333333,1.66666666667
Marvin Williams,UTA,66,25.4623737374,0.242424242424,0.80303030303,0.863636363636,0.424242424242,3.27272727273,4.56060606061,1.45454545455,27.9545454545,2.56060606061,2.24242424242,6.33333333333,0.469696969697,0.818181818182,4.0,37.9393939394,0.77601010101
Darius Miller,NOP,45,16.1851851852,0.133333333333,1.04444444444,0.422222222222,0.0888888888889,1.51111111111,1.91111111111,0.755555555556,11.0222222222,1.88888888889,0.288888888889,1.91111111111,0.2,0.533333333333,4.0,16.1555555556,0.522592592593
Quincy Miller,DEN,52,15.2852564103,0.25,1.21153846154,0.788461538462,0.211538461538,1.5,1.73076923077,1.34615384615,10.4807692308,1.25,1.53846153846,3.69230769231,0.615384615385,0.423076923077,4.3,17.5,0.634294871795
Tim Duncan,SAS,74,29.3371621622,0.0,0.851351351351,0.324324324324,3.98648648649,0.0675675675676,3.66216216216,0.472972972973,42.5135135135,4.91891891892,3.94594594595,11.1486486486,1.87837837838,0.581081081081,3.8,60.8918918919,1.61328828829
Chris Douglas-Roberts,CHA,48,20.8940972222,0.375,0.875,0.666666666667,0.1875,2.29166666667,2.4375,1.16666666667,15.3541666667,2.0,0.5,3.375,0.333333333333,0.5625,4.2,22.7708333333,0.763888888889
Marcin Gortat,WAS,80,32.9127083333,0.0,0.65,0.1625,3.7875,0.0125,2.25,0.3,44.2875,3.875,4.7375,11.45,1.5,0.5125,4.1,58.3875,1.23791666667
Marreese Speights,GSW,78,12.5602564103,0.025641025641,0.75641025641,0.5,0.910256410256,0.371794871795,1.51282051282,0.692307692308,10.1153846154,1.01282051282,2.26923076923,4.11538461538,0.435897435897,0.128205128205,4.0,17.6153846154,0.420512820513
Dennis Schroder,ATL,48,13.0479166667,0.375,1.25,1.66666666667,0.0208333333333,0.5,0.583333333333,3.625,24.2083333333,3.95833333333,0.354166666667,2.125,0.0,0.3125,4.5,31.2916666667,2.16423611111
Elliot Williams,PHI,67,17.4012437811,0.34328358209,0.716417910448,1.10447761194,0.388059701493,1.4776119403,1.64179104478,2.07462686567,14.4179104478,2.46268656716,1.01492537313,2.67164179104,0.044776119403,0.522388059701,4.3,21.9701492537,0.857711442786
Thabo Sefolosha,OKC,61,26.2232240437,0.0983606557377,0.655737704918,0.606557377049,0.475409836066,2.27868852459,2.6393442623,1.44262295082,19.6557377049,3.11475409836,1.55737704918,4.06557377049,0.27868852459,1.29508196721,4.2,27.7213114754,0.949453551913
Darrell Arthur,DEN,68,17.2171568627,0.0294117647059,0.544117647059,0.117647058824,0.514705882353,0.867647058824,3.97058823529,0.279411764706,16.9558823529,1.55882352941,1.67647058824,4.36764705882,0.691176470588,0.573529411765,4.0,24.7941176471,0.442156862745
Chris Kaman,LAL,39,19.0047008547,0.025641025641,0.897435897436,0.589743589744,2.12820512821,0.0512820512821,2.74358974359,1.02564102564,27.6153846154,3.10256410256,2.82051282051,7.20512820513,1.02564102564,0.282051282051,4.2,40.5384615385,1.02606837607
Francisco Garcia,HOU,55,19.7803030303,0.254545454545,0.745454545455,0.836363636364,0.0727272727273,3.14545454545,3.27272727273,1.47272727273,17.4909090909,2.12727272727,0.618181818182,3.0,0.6,0.490909090909,4.0,24.3090909091,0.690303030303
Serge Ibaka,OKC,81,33.2047325103,0.0246913580247,0.604938271605,0.407407407407,2.13580246914,0.679012345679,5.38271604938,0.777777777778,34.5802469136,2.34567901235,4.41975308642,10.2098765432,2.7037037037,0.481481481481,4.0,50.2592592593,1.1475308642
Jae Crowder,DAL,78,16.1232905983,0.128205128205,0.602564102564,0.24358974359,0.24358974359,1.79487179487,1.98717948718,0.564102564103,17.7435897436,1.71794871795,1.24358974359,3.4358974359,0.269230769231,0.75641025641,4.3,23.1025641026,0.53311965812
Robbie Hummel,MIN,53,12.4528301887,0.132075471698,0.660377358491,0.0943396226415,0.0566037735849,1.50943396226,2.2641509434,0.150943396226,13.8679245283,1.11320754717,1.1320754717,2.90566037736,0.0377358490566,0.301886792453,4.4,18.0754716981,0.369182389937
JJ Hickson,DEN,69,27.109178744,0.0289855072464,0.826086956522,0.376811594203,2.94202898551,0.0869565217391,1.36231884058,0.768115942029,30.5797101449,3.11594202899,4.98550724638,9.50724637681,0.739130434783,0.68115942029,4.2,44.6956521739,1.05024154589
Hedo Turkoglu,LAC,38,10.3855263158,0.421052631579,1.02631578947,0.289473684211,0.210526315789,0.894736842105,1.0,0.394736842105,17.0526315789,1.76315789474,0.631578947368,3.57894736842,0.263157894737,0.5,4.2,21.0,0.552631578947
Cody Zeller,CHA,81,17.3567901235,0.0,0.592592592593,0.962962962963,0.679012345679,0.0123456790123,1.28395061728,1.58024691358,32.962962963,2.25925925926,2.97530864198,5.03703703704,0.506172839506,0.493827160494,4.5,40.7283950617,0.793621399177
Hollis Thompson,PHI,77,22.7149350649,0.142857142857,0.480519480519,0.584415584416,0.480519480519,1.96103896104,2.35064935065,1.35064935065,17.2597402597,2.25974025974,1.81818181818,3.97402597403,0.155844155844,0.688311688312,4.4,24.0,0.553246753247
Elton Brand,ATL,72,19.4502314815,0.0,0.347222222222,0.125,1.19444444444,0.0277777777778,2.16666666667,0.305555555556,26.0416666667,2.05555555556,2.38888888889,6.11111111111,1.16666666667,0.555555555556,3.9,32.7916666667,0.688425925926
Josh McRoberts,CHA,77,30.4071428571,0.103896103896,0.467532467532,0.987012987013,0.61038961039,3.51948051948,4.16883116883,2.09090909091,67.2857142857,7.90909090909,2.22077922078,6.72727272727,0.597402597403,0.74025974026,4.2,77.1688311688,1.7316017316
Al-Farouq Aminu,NOP,80,25.6866666667,0.0375,0.4875,0.7875,0.9375,0.55,1.7,1.625,23.9125,2.8,3.0625,7.65,0.475,1.025,4.3,32.8625,0.889583333333
Chase Budinger,MIN,41,18.4020325203,0.219512195122,0.80487804878,0.609756097561,0.365853658537,2.70731707317,3.60975609756,1.0243902439,13.0487804878,1.65853658537,0.780487804878,3.0243902439,0.0487804878049,0.463414634146,4.1,20.9268292683,0.474796747967
Tony Allen,MEM,55,23.3009090909,0.0909090909091,0.8,1.4,1.05454545455,0.727272727273,1.52727272727,2.74545454545,18.5272727273,2.96363636364,2.74545454545,3.78181818182,0.345454545455,1.63636363636,4.2,29.7454545455,0.967272727273
Kenneth Faried,DEN,80,27.3860416667,0.0,0.525,0.475,3.7875,0.025,0.8875,0.675,26.8625,2.325,5.9625,8.5625,0.8625,0.875,4.2,41.3875,0.99
David Lee,GSW,68,33.3237745098,0.0,0.397058823529,1.36764705882,3.22058823529,0.0147058823529,1.52941176471,2.10294117647,34.0294117647,3.82352941176,5.23529411765,11.6323529412,0.367647058824,0.705882352941,4.1,53.8823529412,1.47254901961
Ronnie Price,ORL,31,12.2220430108,0.451612903226,1.25806451613,0.516129032258,0.0322580645161,0.870967741935,0.903225806452,1.29032258065,17.8064516129,4.09677419355,0.41935483871,1.67741935484,0.0645161290323,0.806451612903,4.4,22.7419354839,1.7247311828
Chris Johnson,BOS,40,19.8779166667,0.275,0.65,0.225,0.475,2.775,2.95,0.475,15.9,1.625,1.625,3.1,0.1,0.675,4.6,23.125,0.549583333333
Enes Kanter,UTA,80,26.8052083333,0.0,0.4875,0.3125,3.575,0.0125,2.45,0.5,27.175,2.05,5.3125,7.925,0.525,0.35,4.0,42.2375,1.15583333333
James Johnson,MEM,52,18.5182692308,0.25,0.730769230769,1.65384615385,0.480769230769,1.38461538462,1.51923076923,3.48076923077,19.0192307692,3.5,2.23076923077,3.26923076923,1.09615384615,0.807692307692,4.2,27.8846153846,1.02692307692
Shane Battier,MIA,73,20.2340182648,0.315068493151,0.369863013699,0.315068493151,0.287671232877,2.50684931507,2.57534246575,0.671232876712,25.301369863,2.05479452055,1.24657534247,3.39726027397,0.534246575342,0.684931506849,4.3,29.9863013699,0.46095890411
Trevor Booker,WAS,71,21.6394366197,0.0,0.338028169014,0.239436619718,1.45070422535,0.0281690140845,1.04225352113,0.380281690141,28.6056338028,1.78873239437,3.97183098592,5.53521126761,0.619718309859,0.577464788732,4.3,35.9154929577,0.720892018779
Anthony Bennett,CLE,52,12.8262820513,0.134615384615,0.519230769231,0.25,0.634615384615,0.884615384615,1.96153846154,0.442307692308,16.3846153846,0.788461538462,2.05769230769,3.46153846154,0.153846153846,0.403846153846,4.2,22.4038461538,0.367628205128
Perry Jones,OKC,62,12.4459677419,0.0967741935484,0.41935483871,0.322580645161,0.403225806452,0.887096774194,1.22580645161,0.483870967742,9.8064516129,0.709677419355,0.709677419355,2.37096774194,0.306451612903,0.225806451613,4.2,13.9193548387,0.337903225806
Rashard Lewis,MIA,60,16.3072222222,0.133333333333,0.466666666667,0.483333333333,0.316666666667,2.08333333333,2.26666666667,0.9,19.2333333333,1.55,0.65,2.46666666667,0.133333333333,0.883333333333,4.2,24.3333333333,0.43
Steve Novak,TOR,54,10.024691358,0.333333333333,0.648148148148,0.037037037037,0.0185185185185,1.85185185185,1.92592592593,0.0555555555556,10.0555555556,0.5,0.314814814815,1.83333333333,0.0740740740741,0.222222222222,4.3,13.1481481481,0.24012345679
